ID,Sexo,AdultoMayor,Socio,Dependientes,MesesCliente,ServicioTelefonico,LineasMultiples,ServicioInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,TransmisionTV,TransmisionPeliculas,TerminoContrato,FacturacionElectronica,MetodoPago,MontoCargadoMes,MontoCargadoTotal,Churn
ID00794,Masculino,0.0,Si,Si,72.0,Si,No,Fibra Optica,Si,No,Si,Si,Si,Si,Bianual,Si,Transferencia bancaria (automatico),104.9,,0
ID06121,Femenino,0.0,No,No,10.0,No,Sin servicio telefonico,DSL,Si,No,No,No,No,No,Mes a mes,No,Checke electronico,29.75,301.9,0
ID05495,Masculino,0.0,Si,Si,3.0,Si,No,DSL,No,Si,Si,No,No,No,Mes a mes,Si,Checke electronico,56.15,168.15,1
ID01293,Femenino,,No,No,19.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automatico),20.25,383.65,0
ID06296,Masculino,0.0,Si,No,35.0,Si,No,DSL,Si,Si,Si,No,No,No,Mes a mes,No,Checke electronico,61.0,2130.45,0
ID06670,Masculino,0.0,No,No,66.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,25.1,1697.7,0
ID03194,Femenino,0.0,No,Si,12.0,Si,Si,Fibra Optica,Si,No,No,No,No,No,Mes a mes,Si,Checke por correo,78.3,909.25,1
ID06064,Masculino,0.0,No,No,7.0,Si,No,DSL,No,No,No,No,Si,No,Mes a mes,No,Checke electronico,54.85,370.4,0
ID01475,Masculino,0.0,No,No,64.0,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automatico),104.65,6889.8,0
ID01789,Femenino,0.0,Si,No,9.0,Si,Si,Fibra Optica,Si,Si,Si,No,No,No,Mes a mes,No,Tarjeta de credito (automatico),91.75,865.8,1
ID02202,Masculino,0.0,Si,Si,63.0,No,Sin servicio telefonico,DSL,No,Si,Si,Si,No,No,Bianual,No,Tarjeta de credito (automatico),39.35,2395.05,0
ID06467,Masculino,0.0,No,Si,56.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Checke electronico,24.8,1424.2,0
ID04365,Femenino,0.0,Si,No,18.0,Si,Si,Fibra Optica,No,No,No,Si,Si,No,Mes a mes,Si,Checke por correo,88.85,1594.75,0
ID02491,Femenino,0.0,Si,No,65.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),107.65,,0
ID02359,Femenino,0.0,Si,Si,72.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),115.8,,0
ID00355,Masculino,0.0,No,No,23.0,Si,Si,Fibra Optica,No,No,Si,Si,Si,No,Mes a mes,Si,Transferencia bancaria (automatico),96.9,2085.45,0
ID04305,Femenino,0.0,No,No,16.0,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Checke por correo,50.15,762.25,1
ID02127,Femenino,0.0,Si,Si,23.0,Si,Si,DSL,Si,No,Si,Si,Si,No,Bianual,Si,Tarjeta de credito (automatico),77.15,1759.4,0
ID00949,Femenino,0.0,No,No,64.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Bianual,Si,Transferencia bancaria (automatico),110.5,,0
ID06357,Femenino,0.0,Si,Si,13.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,20.85,272.35,0
ID05266,Femenino,0.0,No,No,39.0,Si,No,Fibra Optica,Si,No,Si,Si,Si,No,Anual,Si,Checke por correo,95.55,3692.85,1
ID03520,Masculino,1.0,No,No,1.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,71.65,71.65,1
ID01047,Femenino,0.0,Si,No,71.0,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bianual,No,Transferencia bancaria (automatico),93.2,6506.15,0
ID02566,Masculino,0.0,Si,No,71.0,Si,Si,No,,,,,,,Bianual,No,Tarjeta de credito (automatico),24.45,1730.65,0
ID04399,Masculino,0.0,No,No,20.0,Si,Si,Fibra Optica,No,No,No,No,Si,No,Mes a mes,Si,Checke por correo,85.25,1734.5,1
ID04644,Femenino,0.0,Si,No,35.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,70.3,2416.55,1
ID03886,Femenino,1.0,Si,No,4.0,Si,Si,Fibra Optica,Si,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,99.6,347.65,1
ID03415,Masculino,1.0,No,No,1.0,No,Sin servicio telefonico,DSL,No,Si,Si,No,No,Si,Mes a mes,Si,Checke por correo,43.3,43.3,1
ID06591,Masculino,0.0,No,No,37.0,No,Sin servicio telefonico,DSL,Si,Si,No,Si,No,No,Bianual,Si,Checke electronico,40.55,1390.85,0
ID01268,Femenino,0.0,Si,Si,72.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Anual,Si,Transferencia bancaria (automatico),103.2,,0
ID05925,Femenino,0.0,No,No,3.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,57.2,0
ID02342,Femenino,0.0,Si,Si,72.0,Si,Si,Fibra Optica,No,Si,Si,Si,No,Si,Bianual,Si,Tarjeta de credito (automatico),98.65,,0
ID06354,Femenino,0.0,Si,Si,11.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,25.0,300.7,0
ID05954,Masculino,0.0,No,No,3.0,Si,No,DSL,No,No,No,No,No,Si,Mes a mes,No,Checke electronico,54.65,189.1,0
ID03891,Femenino,1.0,No,No,5.0,No,Sin servicio telefonico,DSL,No,No,No,No,Si,Si,Mes a mes,No,Checke por correo,45.7,198,1
ID06592,Masculino,0.0,Si,No,37.0,Si,Si,Fibra Optica,No,No,Si,Si,Si,No,Bianual,No,Checke electronico,94.3,3460.95,0
ID06682,Masculino,0.0,Si,No,69.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,,1363.45,0
ID05014,Masculino,0.0,No,No,60.0,Si,No,DSL,Si,Si,Si,No,No,No,Bianual,No,Checke por correo,61.4,3638.25,0
ID02975,Femenino,0.0,No,No,54.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,No,Anual,Si,Tarjeta de credito (automatico),94.75,5121.75,0
ID01999,Femenino,0.0,No,No,37.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Tarjeta de credito (automatico),101.9,3545.35,1
ID04267,Femenino,1.0,Si,No,14.0,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Mes a mes,Si,Checke por correo,100.2,1369.8,1
ID06340,Femenino,0.0,Si,Si,6.0,No,Sin servicio telefonico,DSL,No,Si,Si,Si,No,No,Bianual,No,Checke electronico,40.55,217.5,0
ID05292,Femenino,0.0,No,No,46.0,Si,Si,Fibra Optica,No,Si,Si,No,No,Si,Anual,Si,Checke por correo,94.15,4408.45,0
ID06782,Masculino,0.0,No,Si,29.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Checke electronico,,535.05,0
ID06224,Masculino,0.0,No,No,21.0,Si,No,DSL,No,No,Si,No,No,Si,Mes a mes,No,Checke electronico,61.65,1393.6,0
ID00907,Femenino,0.0,No,No,58.0,Si,No,DSL,Si,Si,Si,Si,No,No,Bianual,Si,Transferencia bancaria (automatico),64.9,3795.45,0
ID00683,Femenino,0.0,Si,Si,67.0,Si,Si,Fibra Optica,No,Si,No,Si,Si,No,Bianual,No,Transferencia bancaria (automatico),94.1,6302.8,0
ID01149,Masculino,0.0,Si,Si,24.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Transferencia bancaria (automatico),20.8,469.65,0
ID02302,Masculino,0.0,Si,Si,72.0,Si,Si,No,,,,,,,Bianual,No,Tarjeta de credito (automatico),24.3,1643.25,0
ID03636,Masculino,1.0,No,No,2.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,44.15,92.65,1
ID05109,Femenino,0.0,Si,Si,30.0,Si,No,Fibra Optica,No,No,Si,No,No,Si,Anual,No,Checke por correo,86.45,2538.05,0
ID06132,Femenino,0.0,No,No,10.0,Si,No,Fibra Optica,Si,No,No,No,Si,No,Mes a mes,Si,Checke electronico,84.7,832.05,1
ID05674,Masculino,0.0,No,No,1.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,19.65,0
ID02791,Masculino,0.0,No,Si,63.0,No,Sin servicio telefonico,DSL,Si,Si,No,Si,No,No,Anual,Si,Tarjeta de credito (automatico),40.6,2588.95,0
ID00525,Masculino,0.0,Si,No,61.0,Si,No,Fibra Optica,No,Si,Si,Si,No,Si,Mes a mes,No,Transferencia bancaria (automatico),94.15,5731.85,0
ID03137,Masculino,0.0,Si,Si,4.0,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Mes a mes,No,Checke por correo,101.15,385.9,1
ID03412,Masculino,1.0,No,No,1.0,No,Sin servicio telefonico,DSL,No,No,Si,No,No,Si,Mes a mes,Si,Checke por correo,39.65,39.65,1
ID07000,Masculino,0.0,No,No,43.0,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Anual,No,Checke electronico,94.35,3921.3,0
ID03192,Masculino,0.0,Si,Si,12.0,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Checke por correo,49.2,571.15,0
ID03540,Masculino,0.0,No,No,1.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,75.1,75.1,0
ID02520,Femenino,0.0,No,No,68.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Tarjeta de credito (automatico),25.5,1821.8,0
ID00207,Femenino,0.0,No,No,5.0,Si,No,Fibra Optica,No,No,No,No,Si,No,Mes a mes,Si,Transferencia bancaria (automatico),81.0,389.6,1
ID01648,Femenino,,Si,Si,54.0,Si,Si,Fibra Optica,Si,Si,No,No,Si,Si,Mes a mes,Si,Tarjeta de credito (automatico),104.1,5645.8,0
ID05287,Masculino,0.0,Si,No,44.0,Si,No,DSL,No,Si,Si,Si,Si,No,Anual,Si,Checke por correo,70.95,3250.45,0
ID05093,Masculino,0.0,Si,Si,15.0,Si,No,Fibra Optica,Si,No,No,Si,Si,Si,Anual,No,Checke por correo,101.9,1667.25,0
ID03483,Masculino,0.0,No,No,1.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,69.6,69.6,1
ID06684,Masculino,0.0,Si,No,69.0,Si,No,DSL,Si,Si,Si,Si,Si,Si,Bianual,Si,Checke electronico,84.7,5878.9,0
ID06124,Masculino,0.0,No,No,10.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Checke electronico,46.0,492.1,0
ID04991,Masculino,0.0,No,No,46.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Bianual,No,Checke por correo,108.65,4903.2,0
ID02539,Masculino,1.0,Si,No,69.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),108.4,,1
ID03639,Femenino,0.0,No,No,2.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Checke por correo,44.45,82.7,0
ID04261,Masculino,0.0,Si,No,14.0,Si,Si,Fibra Optica,No,No,No,No,No,Si,Mes a mes,Si,Checke por correo,85.15,1139.2,1
ID04028,Masculino,0.0,No,No,8.0,Si,No,DSL,No,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,66.25,546.45,0
ID00197,Masculino,0.0,No,No,5.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Transferencia bancaria (automatico),20.05,95.55,0
ID05610,Femenino,0.0,Si,Si,22.0,Si,No,DSL,Si,Si,Si,No,No,No,Mes a mes,No,Checke electronico,61.15,1422.05,1
ID05184,Masculino,0.0,Si,Si,70.0,No,Sin servicio telefonico,DSL,No,Si,Si,Si,Si,Si,Anual,No,Checke por correo,60.35,4138.7,0
ID00690,Femenino,0.0,Si,Si,68.0,Si,Si,Fibra Optica,No,Si,Si,No,No,No,Bianual,Si,Transferencia bancaria (automatico),84.4,5746.75,0
ID06313,Masculino,0.0,No,No,50.0,No,Sin servicio telefonico,DSL,Si,Si,No,No,No,No,Mes a mes,Si,Checke electronico,35.0,1782.4,0
ID00131,Femenino,0.0,No,No,1.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Transferencia bancaria (automatico),43.95,43.95,0
ID02537,Femenino,0.0,Si,No,69.0,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Bianual,No,Tarjeta de credito (automatico),105.35,,0
ID00982,Masculino,0.0,Si,No,68.0,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bianual,Si,Transferencia bancaria (automatico),90.8,6302.85,0
ID03321,Masculino,0.0,Si,Si,38.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke por correo,,717.3,0
ID03168,Masculino,0.0,Si,Si,9.0,No,Sin servicio telefonico,DSL,No,Si,No,No,No,No,Mes a mes,Si,Checke por correo,29.95,248.95,1
ID03091,Femenino,0.0,No,Si,1.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,69.65,69.65,1
ID06866,Femenino,0.0,No,No,10.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Checke electronico,,198.25,0
ID00062,Femenino,0.0,Si,Si,23.0,Si,Si,DSL,No,Si,No,Si,Si,No,Mes a mes,Si,Transferencia bancaria (automatico),69.5,1652.1,0
ID04678,Femenino,0.0,No,No,37.0,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Mes a mes,Si,Checke por correo,100.05,3810.55,0
ID03949,Masculino,0.0,No,No,6.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,69.1,435,0
ID03229,Masculino,0.0,Si,Si,17.0,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,92.55,1515.1,1
ID03697,Femenino,,Si,No,2.0,Si,No,Fibra Optica,Si,No,No,Si,No,No,Mes a mes,Si,Checke por correo,80.15,194.55,0
ID03037,Masculino,0.0,Si,No,67.0,Si,Si,Fibra Optica,No,Si,No,No,Si,No,Anual,Si,Tarjeta de credito (automatico),88.4,5798.3,0
ID03063,Masculino,0.0,No,No,71.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Anual,Si,Tarjeta de credito (automatico),116.3,,0
ID04413,Masculino,0.0,No,No,21.0,Si,Si,Fibra Optica,No,Si,No,No,No,No,Mes a mes,Si,Checke por correo,82.35,1852.85,1
ID04420,Femenino,0.0,No,No,21.0,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,97.35,2119.5,1
ID05182,Femenino,0.0,Si,Si,68.0,Si,Si,DSL,Si,Si,Si,Si,No,Si,Anual,Si,Checke por correo,78.45,5333.35,0
ID04233,Masculino,0.0,No,No,13.0,Si,No,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,91.1,1135.7,1
ID03869,Femenino,1.0,Si,No,4.0,Si,Si,Fibra Optica,No,No,No,No,Si,No,Mes a mes,Si,Checke por correo,83.25,308.05,0
ID05814,Femenino,0.0,Si,No,1.0,Si,No,DSL,No,No,No,No,Si,No,Mes a mes,No,Checke electronico,55.2,55.2,1
ID02465,Masculino,0.0,No,No,62.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Tarjeta de credito (automatico),23.4,1429.65,0
ID04350,Femenino,0.0,No,No,18.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,71.1,1247.75,0
ID06159,Femenino,0.0,No,No,13.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke electronico,70.15,886.7,0
ID04842,Masculino,0.0,No,No,56.0,Si,Si,Fibra Optica,No,Si,No,Si,No,Si,Mes a mes,Si,Checke por correo,94.45,5124.6,1
ID04846,Masculino,1.0,No,No,56.0,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Mes a mes,Si,Checke por correo,101.05,5594,0
ID01255,Masculino,0.0,Si,Si,68.0,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Anual,Si,Transferencia bancaria (automatico),101.05,6770.5,0
ID02797,Femenino,0.0,Si,Si,66.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Anual,Si,Tarjeta de credito (automatico),74.25,4859.25,0
ID06665,Femenino,0.0,Si,No,64.0,Si,No,DSL,No,Si,Si,Si,No,Si,Bianual,Si,Checke electronico,68.3,4378.8,0
ID06611,Masculino,0.0,Si,No,47.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,,973.1,0
ID02993,Femenino,0.0,No,No,59.0,Si,Si,DSL,Si,No,No,Si,No,Si,Anual,No,Tarjeta de credito (automatico),68.7,4070.95,0
ID00955,Masculino,0.0,No,No,65.0,Si,Si,DSL,No,Si,Si,Si,No,Si,Bianual,Si,Transferencia bancaria (automatico),74.2,4805.65,0
ID01254,Femenino,0.0,Si,Si,68.0,Si,Si,DSL,Si,Si,Si,No,Si,No,Anual,Si,Transferencia bancaria (automatico),73.0,5163,0
ID00371,Masculino,0.0,Si,No,25.0,Si,Si,DSL,No,No,Si,No,No,No,Mes a mes,No,Transferencia bancaria (automatico),55.55,1405.3,0
ID02263,Masculino,0.0,Si,Si,69.0,Si,Si,DSL,Si,No,Si,Si,Si,Si,Bianual,No,Tarjeta de credito (automatico),86.9,6194.1,0
ID02837,Femenino,1.0,Si,No,21.0,Si,Si,DSL,No,Si,Si,No,No,Si,Anual,No,Tarjeta de credito (automatico),71.7,1497.05,0
ID00593,Femenino,0.0,Si,Si,45.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Transferencia bancaria (automatico),24.65,1171.3,0
ID02184,Masculino,0.0,Si,Si,58.0,Si,Si,Fibra Optica,No,No,Si,Si,No,Si,Bianual,No,Tarjeta de credito (automatico),94.35,5563.65,0
ID06261,Masculino,0.0,No,No,26.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.9,518.3,0
ID04322,Femenino,1.0,No,No,16.0,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,96.15,1529.2,1
ID05860,Femenino,0.0,No,No,2.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,61.05,0
ID06698,Masculino,0.0,No,No,72.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Checke electronico,20.8,1521.2,0
ID05879,Femenino,0.0,No,No,2.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.35,45.3,0
ID06102,Femenino,0.0,Si,No,9.0,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,No,Checke electronico,50.85,466.6,0
ID06679,Femenino,0.0,No,No,68.0,No,Sin servicio telefonico,DSL,Si,No,Si,Si,No,No,Bianual,No,Checke electronico,38.9,2719.2,0
ID05646,Masculino,0.0,Si,Si,44.0,Si,No,DSL,No,Si,Si,Si,No,No,Mes a mes,Si,Checke electronico,61.9,2924.05,0
ID04290,Femenino,1.0,No,No,15.0,Si,No,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,91.5,1400.3,0
ID01267,Femenino,0.0,Si,Si,71.0,Si,Si,Fibra Optica,Si,Si,Si,Si,No,No,Anual,Si,Transferencia bancaria (automatico),95.15,6770.85,0
ID05147,Femenino,0.0,No,Si,53.0,Si,Si,DSL,No,Si,Si,Si,Si,Si,Anual,Si,Checke por correo,84.6,4449.75,0
ID01313,Femenino,0.0,Si,No,26.0,No,Sin servicio telefonico,DSL,Si,No,Si,No,No,No,Anual,No,Transferencia bancaria (automatico),35.4,978.6,0
ID03837,Masculino,0.0,No,No,4.0,Si,No,DSL,No,No,No,Si,Si,No,Mes a mes,Si,Checke por correo,61.3,249.4,0
ID00959,Femenino,0.0,No,No,66.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Transferencia bancaria (automatico),25.15,1683.6,0
ID02663,Femenino,0.0,Si,No,72.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),110.45,,0
ID02108,Femenino,0.0,Si,No,69.0,Si,Si,Fibra Optica,No,Si,Si,No,No,No,Mes a mes,Si,Tarjeta de credito (automatico),85.4,5869.4,0
ID00280,Masculino,0.0,No,No,14.0,Si,Si,DSL,No,Si,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automatico),55.5,767.55,0
ID03019,Femenino,0.0,Si,No,65.0,Si,Si,Fibra Optica,Si,Si,No,Si,Si,No,Anual,Si,Tarjeta de credito (automatico),100.15,6643.5,0
ID05253,Femenino,0.0,No,No,35.0,Si,No,Fibra Optica,No,No,Si,Si,Si,Si,Anual,Si,Checke por correo,99.25,3532,0
ID04706,Masculino,0.0,Si,No,40.0,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Mes a mes,Si,Checke por correo,101.3,4113.1,1
ID06510,Masculino,0.0,Si,Si,67.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,26.3,1688.9,0
ID06227,Femenino,0.0,No,No,22.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Checke electronico,20.05,470.2,0
ID01477,Masculino,0.0,No,No,65.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automatico),24.8,1600.95,0
ID03610,Femenino,1.0,No,No,1.0,Si,No,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,91.3,91.3,1
ID05535,Masculino,0.0,No,Si,6.0,Si,No,Fibra Optica,No,No,Si,No,Si,Si,Mes a mes,No,Checke electronico,94.5,575.45,1
ID05998,Femenino,0.0,Si,No,4.0,Si,No,DSL,Si,Si,No,No,No,No,Mes a mes,No,Checke electronico,54.7,235.05,0
ID01510,Femenino,0.0,No,No,70.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automatico),26.05,1856.4,0
ID04324,Masculino,1.0,Si,No,16.0,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Mes a mes,Si,Checke por correo,98.75,1587.55,1
ID03311,Femenino,0.0,Si,Si,35.0,Si,Si,DSL,Si,No,Si,Si,Si,No,Mes a mes,No,Checke por correo,72.25,2568.55,1
ID03030,Femenino,1.0,No,No,66.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Anual,No,Tarjeta de credito (automatico),108.1,,0
ID04608,Masculino,1.0,Si,No,32.0,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Checke por correo,104.9,3351.55,1
ID06554,Femenino,1.0,No,No,14.0,No,Sin servicio telefonico,DSL,Si,No,Si,Si,No,No,Bianual,No,Checke electronico,39.7,692.35,0
ID01496,Masculino,0.0,No,No,68.0,Si,Si,DSL,Si,Si,Si,No,No,Si,Anual,No,Transferencia bancaria (automatico),76.75,5233.25,0
ID04331,Femenino,0.0,Si,No,17.0,Si,Si,Fibra Optica,Si,No,No,No,No,No,Mes a mes,No,Checke por correo,78.9,1348.95,0
ID04287,Femenino,0.0,No,No,15.0,Si,No,Fibra Optica,Si,No,No,No,Si,No,Mes a mes,No,Checke por correo,86.2,1270.2,1
ID03600,Masculino,0.0,No,No,1.0,Si,No,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,89.1,89.1,1
ID03017,Femenino,,Si,No,64.0,Si,No,Fibra Optica,Si,Si,Si,No,No,Si,Anual,No,Tarjeta de credito (automatico),97.0,6430.9,0
ID05884,Masculino,0.0,No,No,2.0,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mes a mes,No,Checke electronico,24.3,38.45,0
ID00976,Masculino,0.0,Si,No,68.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Transferencia bancaria (automatico),25.05,1629.2,0
ID06075,Masculino,0.0,No,No,7.0,Si,Si,Fibra Optica,No,No,No,No,No,Si,Mes a mes,Si,Checke electronico,85.2,602.55,1
ID02836,Masculino,1.0,No,No,21.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de credito (automatico),20.5,429.55,0
ID00494,Femenino,0.0,No,No,49.0,Si,Si,DSL,Si,Si,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automatico),59.75,2934.3,1
ID05708,Masculino,0.0,No,No,1.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.2,20.2,0
ID06198,Masculino,0.0,Si,No,18.0,Si,No,DSL,No,No,Si,No,No,No,Mes a mes,Si,Checke electronico,49.55,878.35,1
ID03471,Masculino,0.0,No,No,1.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,69.1,69.1,1
ID06270,Femenino,0.0,Si,No,28.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.5,563.05,0
